year,month,match_name,league_name,club_name,coach,country_name,manager,owner,apperances,wins,losts,drawn,networth
2011,July,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,4,0,745635
2011,August,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,5,2,1,745635
2011,September,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,6,1,1,745635
2011,October,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,3,1,745635
2011,November,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,3,3,2,745635
2011,December,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,1,3,745635
2012,January,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,3,3,2,879676
2012,February,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,3,3,2,879676
2012,March,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,3,1,879676
2012,April,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,3,0,5,879676
2012,May,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,2,2,879676
2012,June,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,6,2,0,879676
2012,July,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,6,2,0,879676
2012,August,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,7,0,1,879676
2012,September,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,2,4,2,879676
2012,October,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,1,3,4,879676
2012,November,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,5,3,0,879676
2012,December,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,4,0,879676
2010,January,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,4,2,2,456346
2010,February,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,1,6,1,456346
2010,March,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,7,0,1,456346
2010,April,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,5,1,2,456346
2010,May,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,2,3,456346
2010,June,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,4,2,2,456346
2010,July,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,0,8,0,456346
2010,August,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,2,3,456346
2010,September,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,3,2,456346
2010,October,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,2,3,3,456346
2010,November,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,4,1,456346
2010,December,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,0,5,3,456346
2011,January,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,6,1,1,785674
2011,February,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,1,6,1,785674
2011,March,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,2,4,2,785674
2011,April,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,4,1,785674
2011,May,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,2,3,3,785674
2011,June,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,2,3,3,785674
2011,July,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,3,2,785674
2011,August,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,1,3,4,785674
2011,September,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,5,3,0,785674
2011,October,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,5,3,0,785674
2011,November,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,6,2,0,785674
2011,December,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,2,2,4,785674
2012,January,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,4,2,0,457356
2012,February,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,2,2,4,457356
2012,March,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,7,1,0,457356
2012,April,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,0,4,4,457356
2012,May,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,7,0,1,457356
2012,June,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,3,2,457356
2012,July,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,7,0,1,457356
2012,August,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,2,4,2,457356
2012,September,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,1,3,4,457356
2012,October,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,7,1,0,457356
2012,November,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,3,2,457356
2012,December,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,5,1,2,457356
2010,January,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,5,1,2,645634
2010,February,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,0,5,3,645634
2010,March,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,5,1,2,645634
2010,April,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,1,5,2,645634
2010,May,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,2,3,3,645634
2010,June,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,1,5,2,645634
2010,July,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,2,3,3,645634
2010,August,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,1,6,1,645634
2010,September,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,5,2,1,645634
2010,October,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,1,5,2,645634
2010,November,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,4,4,0,645634
2010,December,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,2,3,3,645634
2011,January,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,5,3,0,756734
2011,February,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,5,1,2,756734
2011,March,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,1,3,4,756734
2011,April,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,1,5,2,756734
2011,May,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,6,1,1,756734
2011,June,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,4,2,2,756734
2011,July,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,2,3,3,756734
2011,August,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,0,6,2,756734
2011,September,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,2,3,3,756734
2011,October,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,8,0,0,756734
2011,November,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,5,2,1,756734
2011,December,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,7,1,0,756734
2012,January,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,2,3,3,647463
2012,February,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,4,3,1,647463
2012,March,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,4,3,1,647463
2012,April,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,7,1,0,647463
2012,May,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,1,4,3,647463
2012,June,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,5,1,2,647463
2012,July,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,4,3,1,647463
2012,August,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,6,1,1,647463
2012,September,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,3,3,2,647463
2012,October,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,3,3,2,647463
2012,November,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,7,1,0,647463
2012,December,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,3,3,2,647463
